id	molecular_formula	name	inchi	inchi_key
HMDB0006224	C24H32O8	17-beta-Estradiol-3-glucuronide	InChI=1S/C24H32O8/c1-24-9-8-14-13-5-3-12(10-11(13)2-4-15(14)16(24)6-7-17(24)25)31-23-20(28)18(26)19(27)21(32-23)22(29)30/h3,5,10,14-21,23,25-28H,2,4,6-9H2,1H3,(H,29,30)/t14-,15-,16+,17+,18+,19+,20-,21+,23-,24+/m1/s1	MUOHJTRCBBDUOW-QXYWQCSFSA-N
HMDB0006254	C20H28O3	4-Hydroxyretinoic acid	InChI=1S/C20H28O3/c1-14(7-6-8-15(2)13-19(22)23)9-10-17-16(3)18(21)11-12-20(17,4)5/h6-10,13,18,21H,11-12H2,1-5H3,(H,22,23)/b8-6+,10-9+,14-7+,15-13+	KGUMXGDKXYTTEY-FRCNGJHJSA-N
HMDB0006259	C19H28O3	6beta-Hydroxytestosterone	InChI=1S/C19H28O3/c1-18-7-5-11(20)9-15(18)16(21)10-12-13-3-4-17(22)19(13,2)8-6-14(12)18/h9,12-14,16-17,21-22H,3-8,10H2,1-2H3/t12-,13-,14-,16+,17-,18+,19-/m0/s1	XSEGWEUVSZRCBC-ZVBLRVHNSA-N
HMDB0006268	C11H20NO12P	N-Acetylneuraminate 9-phosphate	InChI=1S/C11H20NO12P/c1-4(13)12-7-5(14)2-11(19,10(17)18)24-9(7)8(16)6(15)3-23-25(20,21)22/h5-9,14-16,19H,2-3H2,1H3,(H,12,13)(H,17,18)(H2,20,21,22)/t5-,6-,7+,8-,9+,11?/m1/s1	SQMNIXJSBCSNCI-KHLKYKDFSA-N
HMDB0006275	C8H11NO5S	Dopamine 3-O-sulfate	InChI=1S/C8H11NO5S/c9-4-3-6-1-2-7(10)8(5-6)14-15(11,12)13/h1-2,5,10H,3-4,9H2,(H,11,12,13)	NZKRYJGNYPYXJZ-UHFFFAOYSA-N
HMDB0006278	C19H30O5S	5a-Dihydrotestosterone sulfate	InChI=1S/C19H30O5S/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(24-25(21,22)23)19(15,2)10-8-16(14)18/h12,14-17H,3-11H2,1-2H3,(H,21,22,23)/t12-,14-,15-,16-,17-,18-,19-/m0/s1	KYVPWJSGFKNNLD-ABEVXSGRSA-N
HMDB0006284	C4H10N2O2	L-2,4-diaminobutyric acid	InChI=1S/C4H10N2O2/c5-2-1-3(6)4(7)8/h3H,1-2,5-6H2,(H,7,8)/t3-/m0/s1	OGNSCSPNOLGXSM-VKHMYHEASA-N
HMDB0006285	C20H26O3	4-oxo-Retinoic acid	InChI=1S/C20H26O3/c1-14(7-6-8-15(2)13-19(22)23)9-10-17-16(3)18(21)11-12-20(17,4)5/h6-10,13H,11-12H2,1-5H3,(H,22,23)/b8-6+,10-9+,14-7+,15-13+	GGCUJPCCTQNTJF-FRCNGJHJSA-N
HMDB0006317	C23H43NO4	trans-Hexadec-2-enoyl carnitine	InChI=1S/C23H43NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-23(27)28-21(19-22(25)26)20-24(2,3)4/h17-18,21H,5-16,19-20H2,1-4H3/b18-17+	SOYNLLDADLOGAM-ISLYRVAYSA-N
HMDB0006320	C16H31NO4	2,6 Dimethylheptanoyl carnitine	InChI=1S/C16H31NO4/c1-12(2)8-7-9-13(3)16(20)21-14(10-15(18)19)11-17(4,5)6/h12-14H,7-11H2,1-6H3	QBYXBONNCVATNQ-UHFFFAOYSA-N
HMDB0006343	C7H14N2O4Se	Selenocystathionine	InChI=1S/C7H14N2O4Se/c8-4(6(10)11)1-2-14-3-5(9)7(12)13/h4-5H,1-3,8-9H2,(H,10,11)(H,12,13)/t4-,5-/m0/s1	ZNWYDQPOUQRDLY-WHFBIAKZSA-N
HMDB0006344	C13H16N2O4	Phenylacetylglutamine	InChI=1S/C13H16N2O4/c14-11(16)7-6-10(13(18)19)15-12(17)8-9-4-2-1-3-5-9/h1-5,10H,6-8H2,(H2,14,16)(H,15,17)(H,18,19)/t10-/m0/s1	JFLIEFSWGNOPJJ-JTQLQIEISA-N
HMDB0006372	C3H6O4	L-Glyceric acid	InChI=1S/C3H6O4/c4-1-2(5)3(6)7/h2,4-5H,1H2,(H,6,7)/t2-/m0/s1	RBNPOMFGQQGHHO-REOHCLBHSA-N
HMDB0006408	C12H18N2O4S	4-Hydroxy tolbutamide	InChI=1S/C12H18N2O4S/c1-2-3-8-13-12(16)14-19(17,18)11-6-4-10(9-15)5-7-11/h4-7,15H,2-3,8-9H2,1H3,(H2,13,14,16)	SJRHYONYKZIRPM-UHFFFAOYSA-N
HMDB0006461	C25H45NO4	Linoelaidylcarnitine	InChI=1S/C25H45NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h9-10,12-13,23H,5-8,11,14-22H2,1-4H3/b10-9-,13-12-/t23-/m1/s1	MJLXQSQYKZWZCB-DQFWFXSYSA-N
HMDB0006464	C25H47NO4	Elaidic carnitine	InChI=1S/C25H47NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h12-13,23H,5-11,14-22H2,1-4H3/b13-12+	IPOLTUVFXFHAHI-OUKQBFOZSA-N
HMDB0006469	C25H45NO4	Linoleyl carnitine	InChI=1S/C25H45NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h9-10,12-13,23H,5-8,11,14-22H2,1-4H3/b10-9-,13-12-/t23-/m1/s1	MJLXQSQYKZWZCB-DQFWFXSYSA-N
HMDB0006472	C23H34O4	Calcitroic acid	InChI=1S/C23H34O4/c1-14(11-22(26)27)19-8-9-20-16(5-4-10-23(19,20)3)6-7-17-12-18(24)13-21(25)15(17)2/h6-7,14,18-21,24-25H,2,4-5,8-13H2,1,3H3,(H,26,27)/b16-6+,17-7+/t14-,18-,19-,20+,21+,23-/m1/s1	MBLYZRMZFUWLOZ-WLWRUGSRSA-N
HMDB0006478	C5H10O	Isovaleraldehyde	InChI=1S/C5H10O/c1-5(2)3-4-6/h4-5H,3H2,1-2H3	YGHRJJRRZDOVPD-UHFFFAOYSA-N
HMDB0006483	C4H7NO4	D-Aspartic acid	InChI=1S/C4H7NO4/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H,6,7)(H,8,9)/t2-/m1/s1	CKLJMWTZIZZHCS-UWTATZPHSA-N
HMDB0006535	C14H25NO11	beta-1,4-Mannosyl-N-acetylglucosamine	InChI=1S/C14H25NO11/c1-4(18)15-7-9(20)12(6(3-17)24-13(7)23)26-14-11(22)10(21)8(19)5(2-16)25-14/h5-14,16-17,19-23H,2-3H2,1H3,(H,15,18)/t5-,6-,7-,8-,9-,10+,11+,12-,13-,14+/m1/s1	KFEUJDWYNGMDBV-JVHZDDNZSA-N
HMDB0006581	C25H42N2O19	3-Sialyl-N-acetyllactosamine	InChI=1S/C25H42N2O19/c1-7(31)26-13-9(33)3-25(24(40)41,45-20(13)14(35)10(34)4-28)46-21-15(36)11(5-29)43-23(18(21)39)44-19-12(6-30)42-22(27-8(2)32)17(38)16(19)37/h9-23,28-30,33-39H,3-6H2,1-2H3,(H,26,31)(H,27,32)(H,40,41)/t9-,10+,11+,12+,13+,14+,15-,16+,17+,18+,19+,20+,21-,22?,23-,25+/m0/s1	HUNVSYPDCXFGLB-KROWHOKKSA-N
HMDB0006695	C10H16N2O4	Prolylhydroxyproline	InChI=1S/C10H16N2O4/c13-6-4-8(10(15)16)12(5-6)9(14)7-2-1-3-11-7/h6-8,11,13H,1-5H2,(H,15,16)/t6-,7+,8+/m1/s1	ONPXCLZMBSJLSP-CSMHCCOUSA-N
HMDB0006765	C25H34O9	2-Methoxy-estradiol-17b 3-glucuronide	InChI=1S/C25H34O9/c1-25-8-7-12-13(15(25)5-6-18(25)26)4-3-11-9-17(16(32-2)10-14(11)12)33-24-21(29)19(27)20(28)22(34-24)23(30)31/h9-10,12-13,15,18-22,24,26-29H,3-8H2,1-2H3,(H,30,31)/t12-,13+,15-,18-,19-,20-,21+,22-,24+,25-/m0/s1	LLCPFVIBUZJITJ-GVEMAFOVSA-N
HMDB0006766	C24H32O9	Estriol-16-Glucuronide	InChI=1S/C24H32O9/c1-24-7-6-13-12-5-3-11(25)8-10(12)2-4-14(13)15(24)9-16(21(24)29)32-23-19(28)17(26)18(27)20(33-23)22(30)31/h3,5,8,13-21,23,25-29H,2,4,6-7,9H2,1H3,(H,30,31)/t13-,14-,15+,16-,17+,18+,19-,20+,21+,23-,24+/m1/s1	FQYGGFDZJFIDPU-JRSYHJKYSA-N
HMDB0006961	C3H6O2	Hydroxyacetone	InChI=1S/C3H6O2/c1-3(5)2-4/h4H,2H2,1H3	XLSMFKSTNGKWQX-UHFFFAOYSA-N
HMDB0007867	C36H70NO8P	PC(14:0/14:1(9Z))	InChI=1S/C36H70NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-35(38)42-32-34(33-44-46(40,41)43-31-30-37(3,4)5)45-36(39)29-27-25-23-21-19-17-15-13-11-9-7-2/h13,15,34H,6-12,14,16-33H2,1-5H3/b15-13-/t34-/m1/s1	SNDOMDWDQRZWFS-NOLSVFIGSA-N
HMDB0007871	C40H80NO8P	PC(14:0/18:0)	InChI=1S/C40H80NO8P/c1-6-8-10-12-14-16-18-19-20-21-23-25-27-29-31-33-40(43)49-38(37-48-50(44,45)47-35-34-41(3,4)5)36-46-39(42)32-30-28-26-24-22-17-15-13-11-9-7-2/h38H,6-37H2,1-5H3/t38-/m1/s1	TYAQXZHDAGZOEO-KXQOOQHDSA-N
HMDB0007872	C40H78NO8P	PC(14:0/18:1(11Z))	InChI=1S/C40H78NO8P/c1-6-8-10-12-14-16-18-19-20-21-23-25-27-29-31-33-40(43)49-38(37-48-50(44,45)47-35-34-41(3,4)5)36-46-39(42)32-30-28-26-24-22-17-15-13-11-9-7-2/h16,18,38H,6-15,17,19-37H2,1-5H3/b18-16-/t38-/m1/s1	GMJKBBMXRYZKEP-WYRBGLKBSA-N
HMDB0007873	C40H78NO8P	PC(14:0/18:1(9Z))	InChI=1S/C40H78NO8P/c1-6-8-10-12-14-16-18-19-20-21-23-25-27-29-31-33-40(43)49-38(37-48-50(44,45)47-35-34-41(3,4)5)36-46-39(42)32-30-28-26-24-22-17-15-13-11-9-7-2/h19-20,38H,6-18,21-37H2,1-5H3/b20-19-/t38-/m1/s1	NXASLICYTANYBI-OQHNRNOKSA-N
HMDB0007874	C40H76NO8P	PC(14:0/18:2(9Z,12Z))	InChI=1S/C40H76NO8P/c1-6-8-10-12-14-16-18-19-20-21-23-25-27-29-31-33-40(43)49-38(37-48-50(44,45)47-35-34-41(3,4)5)36-46-39(42)32-30-28-26-24-22-17-15-13-11-9-7-2/h14,16,19-20,38H,6-13,15,17-18,21-37H2,1-5H3/b16-14-,20-19-/t38-/m1/s1	IWXJKHSPEQSQMD-GMGFYYQASA-N
HMDB0007875	C40H74NO8P	PC(14:0/18:3(6Z,9Z,12Z))	InChI=1S/C40H74NO8P/c1-6-8-10-12-14-16-18-19-20-21-23-25-27-29-31-33-40(43)49-38(37-48-50(44,45)47-35-34-41(3,4)5)36-46-39(42)32-30-28-26-24-22-17-15-13-11-9-7-2/h14,16,19-20,23,25,38H,6-13,15,17-18,21-22,24,26-37H2,1-5H3/b16-14-,20-19-,25-23-/t38-/m1/s1	VZQRMZUULSWEHB-XCFXQIAYSA-N
HMDB0007876	C40H74NO8P	PC(14:0/18:3(9Z,12Z,15Z))	InChI=1S/C40H74NO8P/c1-6-8-10-12-14-16-18-19-20-21-23-25-27-29-31-33-40(43)49-38(37-48-50(44,45)47-35-34-41(3,4)5)36-46-39(42)32-30-28-26-24-22-17-15-13-11-9-7-2/h8,10,14,16,19-20,38H,6-7,9,11-13,15,17-18,21-37H2,1-5H3/b10-8-,16-14-,20-19-/t38-/m1/s1	AGQKQQAJRFTOGL-XPTMXNASSA-N
HMDB0007879	C42H82NO8P	PC(14:0/20:1(11Z))	InChI=1S/C42H82NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-17-15-13-11-9-7-2/h19-20,40H,6-18,21-39H2,1-5H3/b20-19-/t40-/m1/s1	DMEBDXIQFIKNQR-OIJJMQLXSA-N
HMDB0007880	C42H80NO8P	PC(14:0/20:2(11Z,14Z))	InChI=1S/C42H80NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-17-15-13-11-9-7-2/h14,16,19-20,40H,6-13,15,17-18,21-39H2,1-5H3/b16-14-,20-19-/t40-/m1/s1	IRYMXEVDAKMFIF-YBLKGUNISA-N
HMDB0007881	C42H78NO8P	PC(14:0/20:3(5Z,8Z,11Z))	InChI=1S/C42H78NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-17-15-13-11-9-7-2/h19-20,22-23,27,29,40H,6-18,21,24-26,28,30-39H2,1-5H3/b20-19-,23-22-,29-27-/t40-/m1/s1	XWHIBISICRMDDW-ZLBNXBDKSA-N
HMDB0007882	C42H78NO8P	PC(14:0/20:3(8Z,11Z,14Z))	InChI=1S/C42H78NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-17-15-13-11-9-7-2/h14,16,19-20,22-23,40H,6-13,15,17-18,21,24-39H2,1-5H3/b16-14-,20-19-,23-22-/t40-/m1/s1	ZAUFLMLTXNKVAB-AFYHZPHLSA-N
HMDB0007883	C42H76NO8P	PC(14:0/20:4(5Z,8Z,11Z,14Z))	InChI=1S/C42H76NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-17-15-13-11-9-7-2/h14,16,19-20,22-23,27,29,40H,6-13,15,17-18,21,24-26,28,30-39H2,1-5H3/b16-14-,20-19-,23-22-,29-27-/t40-/m1/s1	SRQSAJRUMDQMMS-NLDJLLEISA-N
HMDB0007884	C42H76NO8P	PC(14:0/20:4(8Z,11Z,14Z,17Z))	InChI=1S/C42H76NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-17-15-13-11-9-7-2/h8,10,14,16,19-20,22-23,40H,6-7,9,11-13,15,17-18,21,24-39H2,1-5H3/b10-8-,16-14-,20-19-,23-22-/t40-/m1/s1	BXZPYXMUABUWBT-JAHIUHDMSA-N
HMDB0007886	C44H88NO8P	PC(14:0/22:0)	InChI=1S/C44H88NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-24-25-27-29-31-33-35-37-44(47)53-42(41-52-54(48,49)51-39-38-45(3,4)5)40-50-43(46)36-34-32-30-28-26-17-15-13-11-9-7-2/h42H,6-41H2,1-5H3/t42-/m1/s1	KNQNJCODLDRFSM-HUESYALOSA-N
HMDB0007887	C44H86NO8P	PC(14:0/22:1(13Z))	InChI=1S/C44H86NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-24-25-27-29-31-33-35-37-44(47)53-42(41-52-54(48,49)51-39-38-45(3,4)5)40-50-43(46)36-34-32-30-28-26-17-15-13-11-9-7-2/h19-20,42H,6-18,21-41H2,1-5H3/b20-19-/t42-/m1/s1	LOVKBDFNFACEND-HSEDGGQWSA-N
HMDB0007888	C44H84NO8P	PC(14:0/22:2(13Z,16Z))	InChI=1S/C44H84NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-24-25-27-29-31-33-35-37-44(47)53-42(41-52-54(48,49)51-39-38-45(3,4)5)40-50-43(46)36-34-32-30-28-26-17-15-13-11-9-7-2/h14,16,19-20,42H,6-13,15,17-18,21-41H2,1-5H3/b16-14-,20-19-/t42-/m1/s1	BRAPXNOAYHMWEX-JHHJWKSXSA-N
HMDB0007889	C44H80NO8P	PC(14:0/22:4(7Z,10Z,13Z,16Z))	InChI=1S/C44H80NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-24-25-27-29-31-33-35-37-44(47)53-42(41-52-54(48,49)51-39-38-45(3,4)5)40-50-43(46)36-34-32-30-28-26-17-15-13-11-9-7-2/h14,16,19-20,22-23,25,27,42H,6-13,15,17-18,21,24,26,28-41H2,1-5H3/b16-14-,20-19-,23-22-,27-25-/t42-/m1/s1	UDOCLKXJVMJFLD-CCHOKCMJSA-N
HMDB0007890	C44H78NO8P	PC(14:0/22:5(4Z,7Z,10Z,13Z,16Z))	InChI=1S/C44H78NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-24-25-27-29-31-33-35-37-44(47)53-42(41-52-54(48,49)51-39-38-45(3,4)5)40-50-43(46)36-34-32-30-28-26-17-15-13-11-9-7-2/h14,16,19-20,22-23,25,27,31,33,42H,6-13,15,17-18,21,24,26,28-30,32,34-41H2,1-5H3/b16-14-,20-19-,23-22-,27-25-,33-31-/t42-/m1/s1	MGUTYWPZCZBAGE-JZDIRDTQSA-N
HMDB0007892	C44H76NO8P	PC(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	InChI=1S/C44H76NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-24-25-27-29-31-33-35-37-44(47)53-42(41-52-54(48,49)51-39-38-45(3,4)5)40-50-43(46)36-34-32-30-28-26-17-15-13-11-9-7-2/h8,10,14,16,19-20,22-23,25,27,31,33,42H,6-7,9,11-13,15,17-18,21,24,26,28-30,32,34-41H2,1-5H3/b10-8-,16-14-,20-19-,23-22-,27-25-,33-31-/t42-/m1/s1	HAIPHKFLSXSDAN-BLOCXYQCSA-N
HMDB0007893	C46H92NO8P	PC(14:0/24:0)	InChI=1S/C46H92NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-24-25-26-27-29-31-33-35-37-39-46(49)55-44(43-54-56(50,51)53-41-40-47(3,4)5)42-52-45(48)38-36-34-32-30-28-17-15-13-11-9-7-2/h44H,6-43H2,1-5H3/t44-/m1/s1	HZKNKWPYIHKKKL-USYZEHPZSA-N
HMDB0007894	C46H90NO8P	PC(14:0/24:1(15Z))	InChI=1S/C46H90NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-24-25-26-27-29-31-33-35-37-39-46(49)55-44(43-54-56(50,51)53-41-40-47(3,4)5)42-52-45(48)38-36-34-32-30-28-17-15-13-11-9-7-2/h19-20,44H,6-18,21-43H2,1-5H3/b20-19-/t44-/m1/s1	GIPZQCAVEQRWOM-IKJFKDIMSA-N
HMDB0007896	C40H80NO7P	PC(14:0/P-18:0)	InChI=1S/C40H80NO7P/c1-6-8-10-12-14-16-18-19-20-21-22-24-26-28-30-32-35-45-39(38-48-49(43,44)47-36-34-41(3,4)5)37-46-40(42)33-31-29-27-25-23-17-15-13-11-9-7-2/h32,35,39H,6-31,33-34,36-38H2,1-5H3/b35-32-	RGTWJEUZOMLQFH-JCUPVDEDSA-N
HMDB0007897	C40H78NO7P	PC(14:0/P-18:1(11Z))	InChI=1S/C40H78NO7P/c1-6-8-10-12-14-16-18-19-20-21-22-24-26-28-30-32-35-45-39(38-48-49(43,44)47-36-34-41(3,4)5)37-46-40(42)33-31-29-27-25-23-17-15-13-11-9-7-2/h16,18,32,35,39H,6-15,17,19-31,33-34,36-38H2,1-5H3/b18-16-,35-32-	YRMZQKFOVROEJO-NKTXNVSESA-N
HMDB0007898	C40H78NO7P	PC(14:0/P-18:1(9Z))	InChI=1S/C40H78NO7P/c1-6-8-10-12-14-16-18-19-20-21-22-24-26-28-30-32-35-45-39(38-48-49(43,44)47-36-34-41(3,4)5)37-46-40(42)33-31-29-27-25-23-17-15-13-11-9-7-2/h19-20,32,35,39H,6-18,21-31,33-34,36-38H2,1-5H3/b20-19-,35-32-	JWHYYJPWODHUBX-FWMFHLHFSA-N
HMDB0007899	C36H70NO8P	PC(14:1(9Z)/14:0)	InChI=1S/C36H70NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-35(38)42-32-34(33-44-46(40,41)43-31-30-37(3,4)5)45-36(39)29-27-25-23-21-19-17-15-13-11-9-7-2/h12,14,34H,6-11,13,15-33H2,1-5H3/b14-12-/t34-/m1/s1	XQPYHFHTTVXZKL-XBEBLRSGSA-N
HMDB0007903	C38H72NO8P	PC(14:1(9Z)/16:1(9Z))	InChI=1S/C38H72NO8P/c1-6-8-10-12-14-16-18-19-21-23-25-27-29-31-38(41)47-36(35-46-48(42,43)45-33-32-39(3,4)5)34-44-37(40)30-28-26-24-22-20-17-15-13-11-9-7-2/h13,15-16,18,36H,6-12,14,17,19-35H2,1-5H3/b15-13-,18-16-/t36-/m1/s1	RUTXZOOOUKHIRR-KQGJYXFZSA-N
HMDB0007904	C40H78NO8P	PC(14:1(9Z)/18:0)	InChI=1S/C40H78NO8P/c1-6-8-10-12-14-16-18-19-20-21-23-25-27-29-31-33-40(43)49-38(37-48-50(44,45)47-35-34-41(3,4)5)36-46-39(42)32-30-28-26-24-22-17-15-13-11-9-7-2/h13,15,38H,6-12,14,16-37H2,1-5H3/b15-13-/t38-/m1/s1	USMRUWLOXQOAAX-IUXSEFJDSA-N
HMDB0007905	C40H76NO8P	PC(14:1(9Z)/18:1(11Z))	InChI=1S/C40H76NO8P/c1-6-8-10-12-14-16-18-19-20-21-23-25-27-29-31-33-40(43)49-38(37-48-50(44,45)47-35-34-41(3,4)5)36-46-39(42)32-30-28-26-24-22-17-15-13-11-9-7-2/h13,15-16,18,38H,6-12,14,17,19-37H2,1-5H3/b15-13-,18-16-/t38-/m1/s1	QNWUSMHOBHFMNS-MIXVWNHBSA-N
HMDB0007906	C40H76NO8P	PC(14:1(9Z)/18:1(9Z))	InChI=1S/C40H76NO8P/c1-6-8-10-12-14-16-18-19-20-21-23-25-27-29-31-33-40(43)49-38(37-48-50(44,45)47-35-34-41(3,4)5)36-46-39(42)32-30-28-26-24-22-17-15-13-11-9-7-2/h13,15,19-20,38H,6-12,14,16-18,21-37H2,1-5H3/b15-13-,20-19-/t38-/m1/s1	KFGSHFVDCHWRGE-LULHKCDZSA-N
HMDB0007907	C40H74NO8P	PC(14:1(9Z)/18:2(9Z,12Z))	InChI=1S/C40H74NO8P/c1-6-8-10-12-14-16-18-19-20-21-23-25-27-29-31-33-40(43)49-38(37-48-50(44,45)47-35-34-41(3,4)5)36-46-39(42)32-30-28-26-24-22-17-15-13-11-9-7-2/h13-16,19-20,38H,6-12,17-18,21-37H2,1-5H3/b15-13-,16-14-,20-19-/t38-/m1/s1	FLXFESILEUFIBE-SHAXIEEXSA-N
HMDB0007911	C42H82NO8P	PC(14:1(9Z)/20:0)	InChI=1S/C42H82NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-17-15-13-11-9-7-2/h13,15,40H,6-12,14,16-39H2,1-5H3/b15-13-/t40-/m1/s1	SJLGFZBXPQKJIH-LLVYEJTBSA-N
HMDB0007912	C42H80NO8P	PC(14:1(9Z)/20:1(11Z))	InChI=1S/C42H80NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-17-15-13-11-9-7-2/h13,15,19-20,40H,6-12,14,16-18,21-39H2,1-5H3/b15-13-,20-19-/t40-/m1/s1	OLUKQTJCNPHKRC-LYJZGNKWSA-N
HMDB0007913	C42H78NO8P	PC(14:1(9Z)/20:2(11Z,14Z))	InChI=1S/C42H78NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-17-15-13-11-9-7-2/h13-16,19-20,40H,6-12,17-18,21-39H2,1-5H3/b15-13-,16-14-,20-19-/t40-/m1/s1	KBHCBANQRIOXLD-FRPVHTQQSA-N
HMDB0007914	C42H76NO8P	PC(14:1(9Z)/20:3(5Z,8Z,11Z))	InChI=1S/C42H76NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-17-15-13-11-9-7-2/h13,15,19-20,22-23,27,29,40H,6-12,14,16-18,21,24-26,28,30-39H2,1-5H3/b15-13-,20-19-,23-22-,29-27-/t40-/m1/s1	PONMSDSBSOWGHR-DKHJBHHKSA-N
HMDB0007915	C42H76NO8P	PC(14:1(9Z)/20:3(8Z,11Z,14Z))	InChI=1S/C42H76NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-17-15-13-11-9-7-2/h13-16,19-20,22-23,40H,6-12,17-18,21,24-39H2,1-5H3/b15-13-,16-14-,20-19-,23-22-/t40-/m1/s1	MGHZJKXUBUUNJR-PCBJBAEXSA-N
HMDB0007919	C44H86NO8P	PC(14:1(9Z)/22:0)	InChI=1S/C44H86NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-24-25-27-29-31-33-35-37-44(47)53-42(41-52-54(48,49)51-39-38-45(3,4)5)40-50-43(46)36-34-32-30-28-26-17-15-13-11-9-7-2/h13,15,42H,6-12,14,16-41H2,1-5H3/b15-13-/t42-/m1/s1	OSTGKIDWKPXCRQ-FASREOMLSA-N
HMDB0007920	C44H84NO8P	PC(14:1(9Z)/22:1(13Z))	InChI=1S/C44H84NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-24-25-27-29-31-33-35-37-44(47)53-42(41-52-54(48,49)51-39-38-45(3,4)5)40-50-43(46)36-34-32-30-28-26-17-15-13-11-9-7-2/h13,15,19-20,42H,6-12,14,16-18,21-41H2,1-5H3/b15-13-,20-19-/t42-/m1/s1	CGXBWJDAGMQUFG-MHJIJCEHSA-N
HMDB0007921	C44H82NO8P	PC(14:1(9Z)/22:2(13Z,16Z))	InChI=1S/C44H82NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-24-25-27-29-31-33-35-37-44(47)53-42(41-52-54(48,49)51-39-38-45(3,4)5)40-50-43(46)36-34-32-30-28-26-17-15-13-11-9-7-2/h13-16,19-20,42H,6-12,17-18,21-41H2,1-5H3/b15-13-,16-14-,20-19-/t42-/m1/s1	LMYYUVAVNWPEPG-GXAHKNHCSA-N
HMDB0007923	C44H76NO8P	PC(14:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))	InChI=1S/C44H76NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-24-25-27-29-31-33-35-37-44(47)53-42(41-52-54(48,49)51-39-38-45(3,4)5)40-50-43(46)36-34-32-30-28-26-17-15-13-11-9-7-2/h13-16,19-20,22-23,25,27,31,33,42H,6-12,17-18,21,24,26,28-30,32,34-41H2,1-5H3/b15-13-,16-14-,20-19-,23-22-,27-25-,33-31-/t42-/m1/s1	KFMGBOJDAOKOJL-OBYOARCJSA-N
